OSHPD_ID,FAC_NAME,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_<5LBS_8OZ,BIRTHS_LIVE_<3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_DX_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,ICD_IMPLANTATION,OTH_ICD_PROCEDURES,PCI_WITH_STENT,PCI_WITHOUT_STENT,ATHERECTOMY_PTCRA,THROMBO_AGT,PTBV,DX_EP_STUDY,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTIONAL,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,OTHR_CATH_PROC,CATH_TOTL,EQUIP_ACQ_OVER_500K,EQUIP_01_DESCRIP,EQUIP_01_VALUE,EQUIP_01_ACQUI_DT,EQUIP_01_ACQUI_MEANS,EQUIP_02_DESCRIP,EQUIP_02_VALUE,EQUIP_02_ACQUI_DT,EQUIP_02_ACQUI_MEANS,EQUIP_03_DESCRIP,EQUIP_03_VALUE,EQUIP_03_ACQUI_DT,EQUIP_03_ACQUI_MEANS,EQUIP_04_DESCRIP,EQUIP_04_VALUE,EQUIP_04_ACQUI_DT,EQUIP_04_ACQUI_MEANS,EQUIP_05_DESCRIP,EQUIP_05_VALUE,EQUIP_05_ACQUI_DT,EQUIP_05_ACQUI_MEANS,EQUIP_06_DESCRIP,EQUIP_06_VALUE,EQUIP_06_ACQUI_DT,EQUIP_06_ACQUI_MEANS,EQUIP_07_DESCRIP,EQUIP_07_VALUE,EQUIP_07_ACQUI_DT,EQUIP_07_ACQUI_MEANS,EQUIP_08_DESCRIP,EQUIP_08_VALUE,EQUIP_08_ACQUI_DT,EQUIP_08_ACQUI_MEANS,EQUIP_09_DESCRIP,EQUIP_09_VALUE,EQUIP_09_ACQUI_DT,EQUIP_09_ACQUI_MEANS,EQUIP_10_DESCRIP,EQUIP_10_VALUE,EQUIP_10_ACQUI_DT,EQUIP_10_ACQUI_MEANS,CAP_EXP_OVER_1MIL,PROJ_01_DESCRIP_CAP_EXP,PROJ_01_PROJTD_CAP_EXP,PROJ_01_OSHPD_PROJ_NO,PROJ_02_DESCRIP_CAP_EXP,PROJ_02_PROJTD_CAP_EXP,PROJ_02_OSHPD_PROJ_NO,PROJ_03_DESCRIP_CAP_EXP,PROJ_03_PROJTD_CAP_EXP,PROJ_03_OSHPD_PROJ_NO,PROJ_04_DESCRIP_CAP_EXP,PROJ_04_PROJTD_CAP_EXP,PROJ_04_OSHPD_PROJ_NO,PROJ_05_DESCRIP_CAP_EXP,PROJ_05_PROJTD_CAP_EXP,PROJ_05_OSHPD_PROJ_NO
106154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Water intrusion and mitigation,6360000,S142304-15-00,,,,,,,,,,,,
106154101,BAKERSFIELD HEART HOSPITAL,487,77476,224,18919,0,0,3,3,No,0,0,0,No,,,0,0,CV SURG,3,0,0,70,1,70,1,55,4,0,0,0,0,423,238,1416,796,1839,1034,2087,0,104,52,30,20,784,151,54,55,7,6,2,672,204,15,22,30,219,4514,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106154108,MERCY SOUTHWEST HOSPITAL,1493,157648,2499,183422,0,0,6,6,Yes,2691,157,44,Yes,YES,YES,1847,844,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Ortho Clinic,2226709,103220431,,,,,,,,,,,,
106171395,SUTTER LAKESIDE HOSPITAL,411,48909,1632,99552,0,0,4,4,Yes,297,18,0,No,,,0,105,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106184008,BANNER LASSEN MEDICAL CENTER,156,12180,682,49755,0,0,3,3,No,235,9,0,No,,,0,81,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,847,46512,1030,37752,0,0,5,5,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190020,BHC ALHAMBRA HOSPITAL,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190034,ANTELOPE VALLEY HOSPITAL,6717,739691,6280,589059,0,4,9,13,Yes,5314,579,171,No,,,0,1939,CV SURG,1,0,0,15,0,15,0,14,2,0,0,0,0,210,243,157,129,367,372,718,0,53,20,24,22,334,8,2,0,0,7,23,373,232,9,7,6,374,2212,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190045,CATALINA ISLAND MEDICAL CENTER,0,0,0,0,0,0,1,1,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190049,KINDRED HOSPITAL - BALDWIN PARK,244,12842,0,0,2,0,0,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,No,,0,,,0,,,0,,,0,,,0,
106190052,BARLOW RESPIRATORY HOSPITAL,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190081,BEVERLY HOSPITAL,1612,183885,1745,130667,0,0,7,7,No,746,47,4,No,,,0,325,CV SURG,1,0,0,32,0,32,0,25,1,0,0,0,0,207,0,124,0,331,0,484,0,48,30,9,1,159,27,0,21,0,0,0,0,0,0,32,0,29,840,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Emergency Care Center Expansion,10000000,N/A,Postpartum patient room remodel,3000000,S152189-19-00,Interior/Exterior Refresh,2000000,S152541-19-00,,,,,,
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,3395,374233,3762,376291,1,6,0,7,Yes,3693,310,56,No,,,0,0,CV SURG,1,0,0,45,6,45,6,37,2,0,0,0,0,315,290,64,72,379,362,476,44,6,23,12,169,15,2,0,0,0,74,32,17,15,0,0,0,10,895,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Built Environment Project,21479189,,,,,,,,,,,,,
106190148,CENTINELA HOSPITAL MEDICAL CENTER,1348,186783,739,65479,0,0,12,12,No,618,21,20,No,,,0,208,CV SURG,2,0,0,14,23,14,23,37,3,0,0,0,0,243,253,174,153,417,406,140,0,46,15,29,8,159,18,10,0,0,36,31,240,211,2,7,2,37,991,Yes,IT EMERGENCY GENERATOR,2876780,5/1/15,Lease,NICU LIGHT METER,1109729,12/1/15,Lease,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,5TH Floor conversion to Med/Surg,9275000,SL060832,"HAZUS review, SB1953  SB1661 upgrades",43615772,IL101404 /IL1014046,Emergency Department upgrade,9400000,IL111696/IL1100926,,,,,,
106190163,AURORA CHARTER OAK,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,3168,591270,5588,378980,0,4,6,10,Yes,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sterile processing System,524275,9/30/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Huntington Lab,1774362,,,,,,,,,,,,,
106190196,KINDRED HOSPITAL - SOUTH BAY,125,4189,19,844,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,668,34241,450,25113,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190198,LOS ANGELES COMMUNITY HOSPITAL,1421,106191,942,37142,0,0,4,4,No,51,0,0,No,,,0,36,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,1535,123610,3318,158329,0,0,6,6,Yes,2345,131,19,No,,,0,895,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190256,EAST LOS ANGELES DOCTORS HOSPITAL,945,62970,1310,50875,0,0,3,3,Yes,496,8,4,No,,,0,255,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190280,ENCINO HOSPITAL MEDICAL CENTER,299,17898,316,18317,0,0,7,7,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,SB1953,3597852,,,,,,,,,,,,,
106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,1599,164130,1843,144745,0,0,4,4,Yes,946,32,8,Yes,YES,,531,415,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,MRI,931598,7/31/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,MRI,2017850,,,,,,,,,,,,,
106190305,KINDRED HOSPITAL - LOS ANGELES,92,5930,0,0,2,0,0,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190307,PACIFIC ALLIANCE MEDICAL CENTER,2252,189854,1759,96222,2,0,4,6,Yes,2252,132,4,No,,,0,780,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190315,GARFIELD MEDICAL CENTER,2177,315825,2201,186327,0,0,7,7,No,3310,131,92,No,,,0,1249,CV SURG,1,0,0,189,3,189,3,150,2,0,0,0,0,703,386,1039,293,1742,679,1742,0,128,72,1,1,573,69,45,0,0,72,59,113,78,0,19,0,42,3014,Yes,Cath Lab,882004,4/1/15,Lease,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,0,0,0,0,0,0,0,0,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,510,41411,518,34012,1,1,0,2,No,350,8,1,No,,,0,128,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,688,52530,105,7944,0,0,3,3,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1826,251332,2028,171596,0,0,9,9,Yes,3618,265,116,No,,,1365,1287,CV SURG,1,0,0,41,7,41,7,51,2,0,0,0,0,309,156,224,41,533,197,730,0,51,13,7,0,182,19,3,0,0,0,0,35,0,0,25,0,37,1102,Yes,MRI - SIEMENS MAGNETON SPRCTRA,1169435,5/12/15,Lease,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,CHILLER REPLACEMENT,1300000,,,,,,,,,,,,,
106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,4810,702645,1873,169445,0,0,10,10,Yes,3326,189,35,No,,,0,1136,CV SURG,8,0,0,81,8,81,8,75,2,0,0,0,0,289,384,188,106,477,490,964,0,65,43,35,15,422,96,0,1,0,0,3,166,77,0,51,0,0,1938,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Electrical Switch Repairs,8000000,,X-Ray Room 2 and 4 ROM,3241408,,OP Infusion Center (Facey),2181203,,ED Drain Repairs/Replacement,1530990,,,,
106190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,2377,416381,4176,187570,0,3,14,17,Yes,3414,214,34,No,,,0,1040,CV SURG,2,0,0,96,42,96,42,92,3,0,0,0,0,741,820,512,457,1253,1277,852,2,150,49,52,38,363,52,24,0,22,330,319,935,459,15,24,23,279,3988,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,SB1953 SPC Compliant Kitchen,6001881,,SB1953 SPC SPD Relocation,7501718,,SB1953 SPC Morgue and Autopsy,2000664,,Emergency Room Expansion,9167910,,CT Scanner installation for ED,3074202,
106190400,HUNTINGTON MEMORIAL HOSPITAL,8372,916170,2655,158398,0,0,16,16,No,3311,242,64,No,,,0,1207,CV SURG,3,0,0,202,3,202,3,84,3,0,0,0,0,495,247,449,224,944,471,943,0,148,76,139,57,261,44,14,0,16,161,151,33,22,0,55,4,161,2285,Yes,Da Vinci Xi System,2729648,8/31/15,Purchase,Aquillion CT Scanner,1555980,3/2/15,Lease,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,1381,244210,1705,166545,0,0,7,7,Yes,0,0,0,No,,,0,0,CV SURG,2,0,0,173,20,173,20,142,2,0,0,0,0,713,272,653,250,1366,522,841,0,62,44,65,10,497,23,1,17,0,59,59,18,15,0,45,0,0,1756,Yes,MRI,1988551,5/31/15,Purchase,3D IMAGING SYSTEM,1796621,8/31/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,MRI,2489612,,HYBRID OR,2145923,,,,,,,,,,
106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,9102,1928766,13396,1297498,4,7,15,26,Yes,2731,267,68,No,,,0,953,CV SURG,4,0,1,1272,383,1272,384,756,5,12,14,112,124,542,469,3770,1474,4436,2081,7065,135,0,0,0,0,1802,106,30,0,8,0,0,4,7,0,58,0,660,9875,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Addition of a procedure room for Interventional Radiology,4100000,7729,Convert Short Stay Unit to Emergency Department Bays,1200000,8625,Install Patient Lifts in Inpatient Units,3200000,7356,,,,,,
106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,3898,460574,11063,882816,2,0,11,13,Yes,2315,123,10,No,,,0,667,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,26SBMC Patient Tower-Ancillary Wing DDC Upgrade,1926550,S132294-19-00,27SBMC Replace Tower Supply Fan SF-1 and SF-2,2117489,S150631-19-00,28SBMC Patien Tower AHU 4  6 and SF4 Replacement,3487458,S132107-19-00,,,,,,
106190434,KAISER FOUNDATION HOSPITAL - WEST LA,3906,511772,8172,706184,0,0,13,13,Yes,1911,148,31,Yes,YES,YES,1351,545,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190458,KINDRED HOSPITAL - SAN GABRIEL VALLEY,44,1445,0,0,1,0,0,1,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,4089,590490,4121,374581,0,0,11,11,Yes,2864,175,35,No,,,0,959,CV SURG,2,0,0,233,129,233,129,105,3,0,0,0,0,682,429,367,135,1049,564,1348,0,113,59,87,45,613,76,9,0,2,48,90,37,85,0,42,4,224,2882,Yes,Anesthesia machines,925096,9/25/15,Purchase,Fetal Monitoring and Upgrade,595339,5/29/15,Purchase,Ortho Power drills,533037,9/26/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190475,COMMUNITY HOSPITAL LONG BEACH,391,49050,543,76620,0,0,5,5,Yes,0,0,0,No,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190517,PROVIDENCE TARZANA MEDICAL CENTER,3087,482805,3940,399195,0,0,13,13,Yes,2474,152,21,No,,,0,942,CV SURG,2,0,0,64,1,64,1,56,2,0,0,0,0,438,0,969,0,1407,0,968,0,117,58,1,90,386,58,0,0,0,524,276,63,380,0,5,0,226,3152,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190521,MEMORIAL HOSPITAL OF GARDENA,1169,94007,1376,108860,0,0,4,4,Yes,915,55,2,No,,,0,484,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,2013,214396,2523,122358,0,0,10,10,Yes,1896,109,20,No,,,0,698,CV SURG,2,0,0,167,6,167,6,187,3,0,0,0,0,817,0,627,0,1444,0,836,0,53,21,40,22,178,54,24,0,1,89,93,257,236,0,13,0,49,1966,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Built Environmental Project,2345468,S140890-19-00,,,,,,,,,,,,
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,1279,185040,645,55217,0,0,4,4,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190525,LONG BEACH MEMORIAL MEDICAL CENTER,6508,1021395,5417,500295,0,0,22,22,Yes,0,0,0,No,,,0,0,CV SURG,3,0,0,276,69,276,69,168,5,0,0,11,0,873,362,672,183,1556,545,1556,0,179,84,89,63,487,25,13,0,31,103,94,66,22,0,38,9,109,2968,Yes,Toshiba CT Scanner,637560,7/19/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,Remodel Doctor Dining,1960000,,,,,,,,,,,,,
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,3640,483059,1932,166336,0,0,12,12,No,1747,98,14,No,,,0,588,CV SURG,2,0,0,44,27,44,27,55,3,0,0,0,0,401,195,378,105,779,300,300,0,97,159,73,156,565,209,0,0,0,0,0,448,137,21,0,0,26,2191,Yes,pharmacy barcoding,672666,1/1/15,Purchase,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,Yes,cath lab remodeling,1320450,S132902-1900,SIESMIC UPGRADE SPC2,1656623,H142121-19-00-DS10002,,,,,,,,,
106190541,MONROVIA MEMORIAL HOSPITAL,403,43089,223,6465,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190547,MONTEREY PARK HOSPITAL,1668,150918,1740,118801,0,0,3,3,Yes,1615,36,1,No,,,0,814,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190570,NORWALK COMMUNITY HOSPITAL,830,40289,648,21411,0,0,2,2,No,0,0,0,No,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
106190587,COLLEGE MEDICAL CENTER,510,17875,273,9544,0,0,5,5,No,501,9,1,No,,,0,193,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,No,,,,,,,,,,,,,,,
