OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_ADDRESS_TWO,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_ADMIN_NAME,FAC_OPER_CURRYR,BEG_DATE,END_DATE,PARENT_NAME,PARENT_ADDRESS_ONE,PARENT_ADDRESS_TWO,PARENT_CITY,PARENT_STATE,PARENT_ZIP_9,REPORT_PREP_NAME,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,REPORT_STATUS,MGT_COMPANY,TRAUMA_CTR,TEACH_HOSP,MCAL_PROVIDER_NO,MCARE_PROVIDER_NO,ACLAIMS_NO,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_<=17,PSY_CENS_PATIENT_18-64,PSY_CENS_PATIENT_=65,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDPTY,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,INPATIENT_PALLIATIVE_CARE_PROG_OFFERED,INPATIENT_PALLIATIVE_CARE_PROG_NURSES,INPATIENT_PALLIATIVE_CARE_PROG_NURSES_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_PHYSICIAN,INPATIENT_PALLIATIVE_CARE_PROG_PHYSICIAN_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_SOCIAL_WORKER,INPATIENT_PALLIATIVE_CARE_PROG_SOCIAL_WORKER_CERTIFIED,INPATIENT_PALLIATIVE_CARE_PROG_CHAPLAINS,OUTPATIENT_PALLIATIVE_CARE_SERV_OFFERED,EMSA_TRAUMA_CTR_DESIG,EMSA_TRAUMA_PEDS_CTR_DESIG,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,ED_ANESTH_AVAIL24HRS,ED_ANESTH_AVAIL_ON_CALL,ED_LAB_SVCS_AVAIL24HRS,ED_LAB_SVCS_AVAIL_ON_CALL,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,ED_PHARM_AVAIL24HRS,ED_PHARM_AVAIL_ON_CALL,ED_PHYSN_AVAIL24HRS,ED_PHYSN_AVAIL_ON_CALL,ED_PSYCH_ER_AVAIL24HRS,ED_PSYCH_ER_AVAIL_ON_CALL,ED_RADIOL_SVCS_AVAIL24HRS,ED_RADIOL_SVCS_AVAIL_ON_CALL,EMS_VISITS_NON_URGENT_NOT_ADMITTED,EMS_VISITS_NON_URGENT_ADMITTED,EMS_VISITS_URGENT_NOT_ADMITTED,EMS_VISITS_URGENT_ADMITTED,EMS_VISITS_MODERATE_NOT_ADMITTED,EMS_VISITS_MODERATE_ADMITTED,EMS_VISITS_SEVERE_NOT_ADMITTED,EMS_VISITS_SEVERE_ADMITTED,EMS_VISITS_CRITICAL_NOT_ADMITTED,EMS_VISITS_CRITICAL_ADMITTED,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS
106540734,KAWEAH DELTA MEDICAL CENTER,400 WEST MINERAL KING,,VISALIA,93291,559-624-2000,Lindsay Mann,Yes,1/1/15,12/31/15,Kaweah Delta Healthcare District,400 W. Mineral King Avenue,,Visalia,CA,93291,Deborah Murry,Open,6/22/69,6/22/69,,,Level III,NO,,,120001444,26,16,22,6107001200,233,,09 - Central,Tulare,120000580,Parent Facility,-119.29345,36.32753,General Acute Care,District,General Medical / Surgical,246,89790,14067,46839,89,32485,4337,8880,12,4380,563,1315,41,14965,321,343,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5475,394,572,3855,45,16425,655,7707,448,163520,20337,70720,0,0,0,0,63,22995,0,0,70,25550,652,,11993,0,0,0,0,0,0,0,0,581,212065,20989,82713,0,0,0,0,0,0,32,4126,6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,LEVEL III,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,2180,3,24837,152,35594,7160,7624,8726,402,1421,70637,17462,88099,34,0,2080,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106540798,SIERRA VIEW MEDICAL CENTER,465 WEST PUTNAM AVENUE,,PORTERVILLE,93257,559-784-1110,Donna Hefner,Yes,1/1/15,12/31/15,,,,,,,Mercedes Alcantar,Open,2/11/58,2/11/58,,,,NO,,,120001464,26,14,23,6107003801,231,,09 - Central,Tulare,120000584,Parent Facility,-119.02727,36.06948,General Acute Care,District,General Medical / Surgical,108,39420,4276,17930,10,3650,1612,3373,0,0,0,0,10,3650,182,553,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1460,103,0,430,0,0,0,0,132,48180,6173,23625,0,0,0,0,0,0,0,0,35,12775,27,,12588,0,0,0,0,0,0,0,0,167,60955,6200,36213,0,0,0,0,0,0,0,1470,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,5392,5,3969,6,15835,19,11952,65,3423,3953,40571,4048,44619,24,0,2255,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106552209,SONORA REGIONAL MEDICAL CENTER - FAIRVIEW,179 SOUTH FAIRVIEW LANE,,SONORA,95370,209-536-5000,Andrew Jahn,Yes,1/1/15,12/31/15,Adventist Health,2100 Douglas Blvd,,Roseville,CA,95661,Tim Colwell,Open,11/17/58,11/17/58,,,,NO,,,30000365,5,8,4,6109001100,234.2,,06 - North San Joaquin,Tuolumne,30000094,Consolidated Facility,-120.39283,37.97941,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,12,4380,192,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4380,192,3517,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,12,4380,192,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106560203,AURORA VISTA DEL MAR HOSPITAL,801 SENECA STREET,,VENTURA,93001,805-653-6436,Mayla Krebsbach,Yes,1/1/15,12/31/15,,,,,,,Larry Hinojos,Open,2/27/85,2/27/85,,,,NO,,,50000041,37,19,26,6111002200,241c,,10 - Santa Barbara/Ventura,Ventura,50000016,Parent Facility,-119.28343,34.30657,Acute Psychiatric,Investor - Limited Liability Company,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,31755,3316,23543,0,0,0,,0,0,0,0,0,0,0,0,0,87,31755,3316,23543,0,0,0,0,0,0,0,0,0,0,52,0,52,7,45,0,52,10,1,4,0,10,23,0,0,0,4,52,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106560481,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA ROAD,,VENTURA,93003,805-652-6000,Kim Milstien,Yes,1/1/15,12/31/15,Ventura County Health Care Agency,3291 Loma Vista Rd,,Ventura,CA,93003,Matthew Tufte,Open,7/1/53,7/1/53,,,Level II,NO,,,50000039,37,19,26,6111001900,241c,,10 - Santa Barbara/Ventura,Ventura,50000032,Parent Facility,-119.2517,34.27634,General Acute Care,City and/or County,General Medical / Surgical,82,29930,3965,15529,28,10220,1432,2977,16,5840,814,1513,15,5475,517,352,4273,9,3285,1196,685,2510,0,0,0,0,0,0,0,0,0,0,30,10950,266,21,4224,0,0,0,0,180,65700,8190,31026,0,0,0,0,43,15695,1295,8453,0,0,0,0,0,0,0,0,0,0,0,0,0,223,81395,9485,39479,0,0,0,0,0,0,40,1291,2850,0,25,0,25,0,25,0,25,7,0,0,0,2,3,0,13,0,0,25,Yes,No,,,,Yes,1,1,2,2,0,0,1,No,LEVEL II,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,,YES,,514,54,4279,3,15692,23,9695,698,2077,3837,32257,4615,36872,20,0,1297,Yes,207,186,219,71,88,56,51,147,105,194,69,108,1501
106560501,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HIGHWAY,,OJAI,93023,805-646-1401,Haady Lashkari,Yes,1/1/15,12/31/15,Community Memorial Health System,147 N. Brent Street,,Ventura,CA,93003,Kathryn Yamada,Open,5/5/60,5/5/60,,,,NO,,,50000023,37,19,26,6111000901,238,,10 - Santa Barbara/Ventura,Ventura,50000045,Parent Facility,-119.26311,34.44221,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,21,7665,675,3404,0,0,0,0,0,0,0,0,4,1460,62,87,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9125,737,3735,0,0,0,0,0,0,0,0,66,24090,176,,24388,0,0,0,0,0,0,0,0,91,33215,913,28123,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Standby,Standby,,YES,,YES,,YES,,YES,,YES,,YES,,YES,1116,1,1932,0,2421,122,2227,192,665,293,8361,608,8969,6,193,174,Yes,16,0,0,0,0,0,0,0,0,0,6,2,24
106560508,ST. JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVENUE,,CAMARILLO,93010,805-389-5800,Darren Lee,Yes,1/1/15,12/31/15,Dignity Health,185 Berry St.,,San Francisco,CA,94107,Christine Simafranca,Open,7/29/74,7/29/74,,,,NO,,,50000026,44,19,26,6111005202,239,,10 - Santa Barbara/Ventura,Ventura,50000048,Parent Facility,-119.018,34.24177,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,66,24090,3081,13340,7,2555,0,0,0,0,0,0,8,2920,116,348,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,29565,3197,14963,0,0,0,0,0,0,0,0,74,29985,58,,19546,0,0,0,0,0,0,0,0,155,59550,3255,34509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,YES,,,Yes,0,0,1,1,1,1,0,No,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,251,0,3354,0,8085,0,6720,0,2878,0,21288,2823,24111,14,0,0,Yes,40,4,8,0,3,2,2,1,2,6,4,9,81
106560521,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA  HOSPITAL,825 NORTH 10TH STREET,,SANTA PAULA,93060,805-652-6000,Barry Fisher,Yes,1/1/15,12/31/15,Ventura County Health Care Agency,3291 Loma Vista Rd,,Ventura,CA,93003,Matthew Tufte,Open,7/12/06,10/23/61,,,,NO,,,50000029,37,19,26,6111000800,237,,10 - Santa Barbara/Ventura,Ventura,50000032,Consolidated Facility,-119.06505,34.36548,General Acute Care,City and/or County,General Medical / Surgical,30,10950,1418,3830,13,4745,334,848,0,0,0,0,6,2190,357,42,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17885,2109,5793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17885,2109,5793,0,0,0,0,0,0,12,326,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,YES,,YES,,,YES,,YES,YES,,,,YES,,119,13,1812,2,6558,4,4272,74,1034,1253,13795,1346,15141,9,0,421,Yes,17,4,15,1,0,7,0,0,4,12,8,2,70
106560525,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,2975 NORTH SYCAMORE DRIVE,,SIMI VALLEY,93065,805-955-6000,"Jennifer Swneson, President  CEO",Yes,1/1/15,12/31/15,Adventist Health,2210 Douglas Blvd,Corporate Offices,Roseville,CA,95651-3804,Tom Jackson,Open,7/29/65,7/29/65,,,,NO,,,50000455,38,27,25,6111007903,240a,,10 - Santa Barbara/Ventura,Ventura,50000216,Parent Facility,-118.74405,34.28945,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,85,31025,5106,21947,27,9855,522,1415,0,0,0,0,24,8760,255,294,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2920,48,12,489,0,0,0,0,144,52560,5931,26972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,52560,5931,26972,0,0,0,0,0,0,18,422,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,YES,,,Yes,4,2,6,2,2,1,1,No,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,315,0,6622,9,11769,75,8329,1217,2652,4774,29687,6075,35762,10,0,407,Yes,117,16,25,6,6,19,4,31,25,16,0,9,274
106560529,ST. JOHNS REGIONAL MEDICAL CENTER,1600 NORTH ROSE AVENUE,,OXNARD,93030,805-988-2500,Darren Lee,Yes,1/1/15,12/31/15,Dignity Health,185 Berry St.,,San Francisco,CA,94107,Christine Simafranca,Open,1/1/53,1/1/53,,,,NO,,,50000035,44,19,26,6111004901,241b,,10 - Santa Barbara/Ventura,Ventura,50000064,Parent Facility,-119.15819,34.21687,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,179,65335,7788,33711,27,9855,1986,5613,0,0,0,0,10,3650,165,837,5199,10,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,268,0,3225,23,8395,447,6402,265,96725,10654,54150,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,265,96725,10654,54150,0,0,0,0,0,0,5,1891,6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,YES,,,Yes,0,0,1,1,1,1,0,Yes,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,486,0,8024,0,19241,0,16119,0,5673,0,49543,6362,55905,20,0,0,Yes,94,9,34,22,14,9,12,13,18,15,10,4,254
106571086,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,,WOODLAND,95695,530-669-5355,Kevin Vaziri,Yes,1/1/15,12/31/15,Dignity Health,3400 Data Dr,,Rancho Cordova,CA,95670,Scott Roys,Open,3/29/67,3/29/67,,,,NO,,,30000146,4,3,3,6113011203,246.1,,02 - Golden Empire,Yolo,30000115,Parent Facility,-121.7933,38.66284,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,51,18615,2402,6859,7,2555,694,1385,7,2555,61,97,8,2920,179,431,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1460,0,0,0,0,0,0,0,77,28105,3336,9892,0,0,0,0,31,11315,1015,10926,0,0,0,,0,0,0,0,0,0,0,0,0,108,39420,4351,20818,0,0,0,0,0,0,7,674,1138,0,31,0,31,0,26,5,31,9,1,18,1,0,0,1,0,0,1,31,Yes,No,,,,Yes,1,0,0,0,1,0,1,No,0,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,160,0,3330,0,8948,11,7307,285,3537,2047,23282,2343,25625,17,0,42,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106281266,NAPA STATE HOSPITAL,2100 NAPA-VALLEJO HIGHWAY,,NAPA,94558,707-253-5000,Dolly Matteucci,Yes,1/1/15,12/31/15,,,,,,,Dean Gardiner,Open,1/1/46,1/1/46,,,,NO,,,150001223,4,3,5,6055200900,112.1,,03 - North Bay,Napa,150000492,Parent Facility,-122.27387,38.27994,Acute Psychiatric,State,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,55115,40,6359,36,13140,11,0,9796,1231,449315,699,414291,0,0,0,0,1418,517570,750,430446,0,0,0,0,0,0,0,0,0,0,22,0,22,0,21,1,22,6,0,0,0,0,0,0,0,16,0,22,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106301781,FAIRVIEW DEVELOPMENTAL CENTER,2501 HARBOR BOULEVARD,,COSTA MESA,92626,714-957-5107,Gabriela Maleszewski,Yes,1/1/15,12/31/15,,,,,,,Becky Manning,Open,3/31/59,3/31/59,,,,NO,,,170001767,74,37,48,6059063807,116p,,13 - Orange,Orange,170000771,Parent Facility,-117.91939,33.66325,General Acute Care,State,Developmentally Disabled,30,10950,67,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10950,67,466,0,0,0,0,0,0,0,0,396,144540,16,,33391,0,0,0,0,792,289080,28,49148,1218,444570,111,83005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106361768,PATTON STATE HOSPITAL,3102 E. HIGHLAND AVENUE,,PATTON,92369,909-425-7000-7321,Harry Oreol,Yes,1/1/15,12/31/15,Department of State Hospitals,"1600 9th Street, Room 141",,Sacramento,CA,95814,Tatiana Rojas,Open,9/29/75,9/29/75,,,,NO,,,240000083,40,23,31,6071012300,151k,,12 - Inland Counties,San Bernardino,170000831,Parent Facility,-117.21957,34.13589,Acute Psychiatric,State,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,151895,1068,161489,0,0,0,,0,860,317860,1296,388128,0,0,0,0,1287,469755,2364,549617,0,0,0,0,0,0,0,0,0,0,443,0,443,0,430,13,443,0,0,0,0,0,0,0,0,0,443,443,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,,,YES,,,,YES,YES,,,,,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106541123,PORTERVILLE DEVELOPMENTAL CENTER,26501 AVENUE 140,,PORTERVILLE,93258,559-782-2222,Theresa Billeci,Yes,1/1/15,12/31/15,,,,,,,Sheryl Roberts,Open,6/3/53,6/3/53,,,,NO,,,160000117,26,14,23,6107004000,231,,09 - Central,Tulare,170000837,Parent Facility,-118.98044,36.04381,General Acute Care,State,Developmentally Disabled,42,15330,0,0,0,0,0,0,2,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16060,0,0,0,0,0,0,0,0,0,0,201,78085,0,,0,0,0,0,0,981,358065,0,0,1226,452210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,0,0,,YES,YES,,,YES,YES,,YES,,,YES,YES,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,1000 Greenley Road,,Sonora,95370,209-536-5000,Andrew Jahn,Yes,1/1/15,12/31/15,Adventist Health,2100 Douglas Blvd,,Roseville,CA,95661,Tim Colwell,Open,1/14/04,1/14/04,,,,NO,,,,5,8,4,6109001200,234.2,,06 - North San Joaquin,Tuolumne,30000094,Parent Facility,-120.36965,37.98811,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,59,21535,3736,13685,7,2555,587,1463,0,0,0,0,6,2190,285,302,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,26280,4608,16977,0,0,0,0,0,0,0,0,68,24820,69,,24487,0,0,0,0,0,0,0,0,140,51100,4677,41464,0,0,0,0,0,0,12,567,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,119,0,2087,2,9205,27,11416,169,6985,2393,29812,2591,32403,14,1394,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0
106334001,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,36485 INLAND VALLEY,,WILDOMAR,92595,951-677-9710,"Bradley Neet, CEO",Yes,1/1/15,12/31/15,"Universal Health Services, Inc.",367 South Gulph Road,P O Box 61558,King of Prussia,PA,19406-0958,Carrie Pedersen,Open,1/14/87,1/14/87,,,Level II,NO,,,250000344,67,28,42,6065043227,131a,,12 - Inland Counties,Riverside,250000262,Consolidated Facility,-117.23699,33.59124,General Acute Care,Investor - Corporation,General Medical / Surgical,104,37960,7512,30020,10,3650,0,0,0,0,0,0,18,6570,276,850,4465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,48180,7788,34485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,48180,7788,34485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,LEVEL II,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,YES,YES,,2125,0,1093,0,11969,0,23219,46,3615,6236,42021,6282,48303,33,2125,347,Yes,0,0,0,0,0,0,8,2,4,2,8,8,32
106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,25500 MEDICAL CENTER DRIVE,,MURRIETA,92562,951-696-6102,Bradley Neet,Yes,1/1/15,12/31/15,"Universal Health Services, Inc.",367 South Gulph Road,P.O. Box 61558,King of Prussia,PA,19406-0958,Carrie Pedersen,Open,2/19/92,2/19/92,,,,NO,,,250000507,67,28,42,6065043206,131a,,12 - Inland Counties,Riverside,250000262,Parent Facility,-117.18488,33.55788,General Acute Care,Investor - Corporation,General Medical / Surgical,79,28835,4109,16768,34,12410,3510,7777,0,0,0,0,7,2555,108,448,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,43800,7727,26326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,43800,7727,26326,0,0,0,0,0,0,8,3432,5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,,,,No,0,0,0,0,0,0,0,No,0,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,YES,YES,,2946,0,1473,0,13688,0,20724,59,3224,3877,42055,3936,45991,30,2946,371,No,0,0,0,0,0,0,0,0,0,0,0,0,0
