facility.oshpd.id,facility.hospital.name,facility.street.address,facility.city.name,facility.zip.code,facility.county.name,facility.owner,facility.begin.date,facility.end.date,operating.rooms.surgery.recovery.services,surgeries.surgery.recovery.services,open.heart.surgeries.surgery.recovery.services,inpatient.surgeries.surgery.recovery.services,outpatient.surgeries.surgery.recovery.services,outpatient.surgeries,surgery.mins.surgery.recovery.services,open.heart.surgery.mins.surgery.recovery.services,inpatient.surgery.mins.surgery.recovery.services,outpatient.surgery.mins.surgery.recovery.services,gross.revenue.surgery.recovery.services,gross.revenue.total,net.revenue.surgery.recovery.services,net.revenue.total,net.profit.surgery.recovery.services,net.profit.total,gross.revenue.surgery.recovery.services.medicare.traditional,gross.revenue.surgery.recovery.services.medicare.managed,gross.revenue.surgery.recovery.services.medical.traditional,gross.revenue.surgery.recovery.services.medical.managed,gross.revenue.surgery.recovery.services.county.indigent.traditional,gross.revenue.surgery.recovery.services.county.indigent.managed,gross.revenue.surgery.recovery.services.other.third.parties.traditional,gross.revenue.surgery.recovery.services.other.third.parties.managed,gross.revenue.surgery.recovery.services.other.indigent,gross.revenue.surgery.recovery.services.other.payors,reporting.period.months,surgeries.surgery.recovery.services.month,open.heart.surgeries.surgery.recovery.services.month,inpatient.surgeries.surgery.recovery.services.month,outpatient.surgeries.surgery.recovery.services.month,outpatient.surgeries.month,surgery.mins.surgery.recovery.services.month,open.heart.surgery.mins.surgery.recovery.services.month,inpatient.surgery.mins.surgery.recovery.services.month,outpatient.surgery.mins.surgery.recovery.services.month,gross.revenue.surgery.recovery.services.month,gross.revenue.total.month,net.revenue.surgery.recovery.services.month,net.revenue.total.month,gross.revenue.surgery.recovery.services.medicare.traditional.month,gross.revenue.surgery.recovery.services.medicare.managed.month,gross.revenue.surgery.recovery.services.medical.traditional.month,gross.revenue.surgery.recovery.services.medical.managed.month,gross.revenue.surgery.recovery.services.county.indigent.traditional.month,gross.revenue.surgery.recovery.services.county.indigent.managed.month,gross.revenue.surgery.recovery.services.other.third.parties.traditional.month,gross.revenue.surgery.recovery.services.other.third.parties.managed.month,gross.revenue.surgery.recovery.services.other.indigent.month,gross.revenue.surgery.recovery.services.other.payors.month,net.profit.surgery.recovery.services.month,net.profit.total.month,gross.revenue.surgery.recovery.services.month.per.or,gross.revenue.surgery.recovery.services.month.per.surgery,gross.revenue.surgery.recovery.services.month.per.hour.of.surgery,net.revenue.surgery.recovery.services.month.per.or,net.revenue.surgery.recovery.services.month.per.surgery,net.revenue.surgery.recovery.services.month.per.hour.of.surgery,net.profit.surgery.recovery.services.month.per.or,net.profit.surgery.recovery.services.month.per.surgery,net.profit.surgery.recovery.services.month.per.hour.of.surgery,gross.revenue.surgery.recovery.services.indigent.month,gross.revenue.surgery.recovery.services.medical.month,gross.revenue.surgery.recovery.services.medicare.month,gross.revenue.surgery.recovery.services.other.month,gross.revenue.managed.month,gross.revenue.traditional.month,managed.traditional.ratio,proportion.revenue.indigent,proportion.revenue.other,proportion.revenue.medical,proportion.revenue.medicare
106190500,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,90291,Los Angeles County,"CFHS HOLDINGS, INC., A DELAWARE CORPORATION",1/1/14,12/31/14,6,3858,0,1780,2078,2078,507034,0,330389,176645,67791769,412379762,15264419,96618075,4165384,4483704,20395906,4050317,255470,236122,0,0,3676353,37998471,0,1179130,12,321.5,0,148.333333333333,173.166666666667,173.166666666667,42252.8333333333,0,27532.4166666667,14720.4166666667,5649314.08333333,34364980.1666667,1272034.91666667,8051506.25,1699658.83333333,337526.416666667,21289.1666666667,19676.8333333333,0,0,306362.75,3166539.25,0,98260.8333333333,347115.333333333,373642,941552.347222222,17571.7389839295,8022.15658121546,212005.819444444,3956.56272680145,1806.31898452569,57852.5555555556,1079.67444271643,492.911796842026,0,40966,2037185.25,3571162.83333333,3523742.5,2125571.58333333,1.65778585281708,0,0.632140960947634,0.00725149980965978,0.360607539242707
106190517,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,91356,Los Angeles County,PROVIDENCE HEALTH AND SERVICES,1/1/14,12/31/14,13,9962,52,4762,5200,5200,1480455,9360,757680,722775,194360346,1364094863,32701308,227834985,6752644,-52569348,71470023,12940164,3996217,17689092,0,0,3681480,83425783,767488,390099,12,830.166666666667,4.33333333333333,396.833333333333,433.333333333333,433.333333333333,123371.25,780,63140,60231.25,16196695.5,113674571.916667,2725109,18986248.75,5955835.25,1078347,333018.083333333,1474091,0,0,306790,6952148.58333333,63957.3333333333,32508.25,562720.333333333,-4380779,1245899.65384615,19510.1732583819,7877.05182528344,209623.769230769,3282.60469785184,1325.32125596523,43286.1794871795,677.840192732383,273.671702280718,63957.3333333333,1807109.08333333,7034182.25,7291446.83333333,9504586.58333333,6692108.91666667,1.42026776636319,0.00394878901892879,0.450181139315321,0.111572702180722,0.434297369485029
106190521,MEMORIAL HOSPITAL OF GARDENA,1145 WEST REDONDO BEACH BLVD,GARDENA,90247,Los Angeles County,AVANTI HEALTHCARE SYSTEM,1/1/14,12/31/14,4,2324,0,1204,1120,1120,365552,0,204417,161135,26374415,592572402,5530084,124050180,-363283,18189625,2929324,1685741,6333200,11211647,259265,0,1476507,1242794,207321,1028616,12,193.666666666667,0,100.333333333333,93.3333333333333,93.3333333333333,30462.6666666667,0,17034.75,13427.9166666667,2197867.91666667,49381033.5,460840.333333333,10337515,244110.333333333,140478.416666667,527766.666666667,934303.916666667,21605.4166666667,0,123042.25,103566.166666667,17276.75,85718,-30273.5833333333,1515802.08333333,549466.979166667,11348.7155765921,4328.97344290279,115210.083333333,2379.55421686747,907.682190221911,-7568.39583333333,-156.317986230637,-59.6275769247604,38882.1666666667,1462070.58333333,384588.75,312326.416666667,1178348.5,1019519.41666667,1.15578818876508,0.0176908568398579,0.142104270369599,0.665222223886293,0.174982648904251
106190522,GLENDALE MEMORIAL HOSPITAL & HEALTH CENTER,1429 SOUTH CENTRAL AVENUE,GLENDALE,91204,Los Angeles County,DIGNITY HEALTH,7/1/13,6/30/14,10,4996,173,2046,2950,2950,429944,51363,271256,158688,100369997,975477892,17840092,174361115,2536189,-34835848,36785717,10919654,9551074,16951602,0,0,2098068,23276773,379320,407789,12,416.333333333333,14.4166666666667,170.5,245.833333333333,245.833333333333,35828.6666666667,4280.25,22604.6666666667,13224,8364166.41666667,81289824.3333333,1486674.33333333,14530092.9166667,3065476.41666667,909971.166666667,795922.833333334,1412633.5,0,0,174839,1939731.08333333,31610,33982.4166666667,211349.083333333,-2902987.33333333,836416.641666667,20090.0714571657,14006.9400200956,148667.433333333,3570.87510008006,2489.63939489794,21134.9083333333,507.643915132106,353.93293080029,31610,2208556.33333333,3975447.58333333,2148552.5,4262335.75,4101830.66666667,1.03913010954783,0.00377921701043789,0.256875866998382,0.264049783721723,0.475295132269457
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,Los Angeles County,"DEANCO HEALTHCARE, LLC",1/1/14,12/31/14,4,2891,0,1990,901,901,530118,0,364860,165258,72737500,322584018,22442380,108168277,8696698,-4204347,24550618,3494560,1297076,2464469,0,0,20797546,17437523,282597,2413111,12,240.916666666667,0,165.833333333333,75.0833333333333,75.0833333333333,44176.5,0,30405,13771.5,6061458.33333333,26882001.5,1870198.33333333,9014023.08333333,2045884.83333333,291213.333333333,108089.666666667,205372.416666667,0,0,1733128.83333333,1453126.91666667,23549.75,201092.583333333,724724.833333333,-350362.25,1515364.58333333,25159.9792459357,8232.60104354125,467549.583333333,7762.84330681425,2540.08126492592,181181.208333333,3008.19716361121,984.312700191278,23549.75,313462.083333333,2337098.16666667,3387348.33333333,1949712.66666667,4111745.66666667,0.474181241916957,0.00388516239903764,0.558833888984362,0.0517139714727616,0.385566977143839
106190525,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,Los Angeles County,MEMORIAL HEALTH SERVICES,7/1/13,6/30/14,22,10761,355,5723,5038,5038,1950409,116885,1241021,709388,244970121,2020945053,63316088,582276256,16661603,63837359,59857553,32035048,9838680,22581523,652156,0,4133485,107493492,2648572,5729612,12,896.75,29.5833333333333,476.916666666667,419.833333333333,419.833333333333,162534.083333333,9740.41666666667,103418.416666667,59115.6666666667,20414176.75,168412087.75,5276340.66666667,48523021.3333333,4988129.41666667,2669587.33333333,819890,1881793.58333333,54346.3333333333,0,344457.083333333,8957791,220714.333333333,477467.666666667,1388466.91666667,5319779.91666667,927917.125,22764.6241984946,7535.96156498458,239833.666666667,5883.84796951956,1947.7787889617,63112.1325757576,1548.33221819534,512.557202104789,275060.666666667,2701683.58333333,7657716.75,9779715.75,13509171.9166667,6905004.83333333,1.95643192767256,0.0134740024070119,0.479064910124284,0.132343499148617,0.375117588320087
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,Los Angeles County,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,1/1/14,12/31/14,12,7401,79,4363,3038,3038,628722,28393,451184,177538,106144611,1379405932,22482721,293820677,3683102,14224793,37136170,19192678,4062749,3650395,71598,0,4559382,35766845,243799,1460995,12,616.75,6.58333333333333,363.583333333333,253.166666666667,253.166666666667,52393.5,2366.08333333333,37598.6666666667,14794.8333333333,8845384.25,114950494.333333,1873560.08333333,24485056.4166667,3094680.83333333,1599389.83333333,338562.416666667,304199.583333333,5966.5,0,379948.5,2980570.41666667,20316.5833333333,121749.583333333,306925.166666667,1185399.41666667,737115.354166667,14341.9282529388,10129.5591056142,156130.006944444,3037.79502769896,2145.56395354386,25577.0972222222,497.64923658965,351.484630727094,26283.0833333333,642762,4694070.66666667,3482268.5,4884159.83333333,3961224.41666667,1.23299245879215,0.0029713896638615,0.393681992955818,0.0726663739904798,0.530680243389841
106190534,OLYMPIA MEDICAL CENTER,5900 W OLYMPIC BLVD,LOS ANGELES,90036,Los Angeles County,OLYMPIA MEDICAL CENTER,1/1/14,12/31/14,8,3055,0,1056,1999,1999,300221,0,148244,151977,59949622,767570547,7382862,94812841,-727228,-1275451,21653738,6456433,1802640,2034959,0,0,17517707,6685312,357992,3440841,12,254.583333333333,0,88,166.583333333333,166.583333333333,25018.4166666667,0,12353.6666666667,12664.75,4995801.83333333,63964212.25,615238.5,7901070.08333333,1804478.16666667,538036.083333333,150220,169579.916666667,0,0,1459808.91666667,557109.333333334,29832.6666666667,286736.75,-60602.3333333333,-106287.583333333,624475.229166667,19623.4441898527,11981.0983242345,76904.8125,2416.64877250409,1475.48545904517,-7575.29166666667,-238.045171849427,-145.338533946659,29832.6666666667,319799.916666667,2342514.25,2303655,1264725.33333333,3731076.5,0.338970625055084,0.00597154724345051,0.461118170186294,0.0640137313960045,0.468896551174251
106190547,MONTEREY PARK HOSPITAL,900 SOUTH ATLANTIC BLVD,MONTEREY PARK,91754,Los Angeles County,MONTEREY PARK HOSPITAL,7/1/13,6/30/14,3,2682,0,1442,1240,1240,204737,0,116355,88382,38797258,490006866,6018528,76146402,-319231,7279634,5886025,4576250,5875303,14243512,0,313902,132879,5473835,132882,2162670,12,223.5,0,120.166666666667,103.333333333333,103.333333333333,17061.4166666667,0,9696.25,7365.16666666667,3233104.83333333,40833905.5,501544,6345533.5,490502.083333333,381354.166666667,489608.583333333,1186959.33333333,0,26158.5,11073.25,456152.916666667,11073.5,180222.5,-26602.5833333333,606636.166666667,1077701.61111111,14465.793437733,11369.8817507339,167181.333333333,2244.04474272931,1763.78319502581,-8867.52777777778,-119.027218493661,-93.5534856913992,37232,1676567.91666667,871856.25,647448.666666667,2050624.91666667,1182479.91666667,1.73417314557633,0.0115158653737849,0.200256007782818,0.518562806680823,0.269665320162574
106190555,CEDARS~SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,Los Angeles County,CEDARS~SINAI MEDICAL CENTER,7/1/13,6/30/14,44,23430,1323,16538,6892,13020,4308360,436920,3320100,988260,1230582558,11420594416,247299150,2434091473,60645602,315801623,455362435,40085675,38219755,17450030,0,0,51856488,591261582,585149,35761444,12,1952.5,110.25,1378.16666666667,574.333333333333,1085,359030,36410,276675,82355,102548546.5,951716201.333333,20608262.5,202840956.083333,37946869.5833333,3340472.91666667,3184979.58333333,1454169.16666667,0,0,4321374,49271798.5,48762.4166666667,2980120.33333333,5053800.16666667,26316801.9166667,2330648.78409091,52521.6627400768,17137.600729744,468369.602272727,10554.8079385403,3443.99005654124,114859.09469697,2588.37396500213,844.575690053756,48762.4166666667,4639148.75,41287342.5,56573292.8333333,54066440.5833333,48482105.9166667,1.11518341790403,0.000475505683219671,0.55167327830759,0.0452385617186685,0.402612654290522
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,91328,Los Angeles County,DIGNITY HEALTH,7/1/13,6/30/14,11,8596,0,3142,5454,5454,494800,0,292171,202629,175564876,1750253997,33185774,333271850,10430825,14941657,45451354,21420774,13470076,8679271,0,0,9708190,74037189,2719340,78682,12,716.333333333333,0,261.833333333333,454.5,454.5,41233.3333333333,0,24347.5833333333,16885.75,14630406.3333333,145854499.75,2765481.16666667,27772654.1666667,3787612.83333333,1785064.5,1122506.33333333,723272.583333333,0,0,809015.833333334,6169765.75,226611.666666667,6556.83333333333,869235.416666667,1245138.08333333,1330036.93939394,20424.0200093067,21289.1927243331,251407.378787879,3860.60656119125,4024.14397736459,79021.4015151515,1213.45102373197,1264.85347615198,226611.666666667,1845778.91666667,5572677.33333333,6985338.41666667,8678102.83333333,5952303.5,1.45794024671849,0.0154890890590211,0.477453479931829,0.126160468452699,0.380896962556451
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 NORTH GAREY AVENUE,POMONA,91767,Los Angeles County,POMONA VALLEY HOSPITAL MEDICAL CENTER,1/1/14,12/31/14,15,12642,190,6028,6614,6614,1144572,80617,633846,510726,252466871,3079812885,40925442,518795582,3396624,49505673,31569274,48824766,31207567,64597663,0,0,2302297,69540814,2523720,1900770,12,1053.5,15.8333333333333,502.333333333333,551.166666666667,551.166666666667,95381,6718.08333333333,52820.5,42560.5,21038905.9166667,256651073.75,3410453.5,43232965.1666667,2630772.83333333,4068730.5,2600630.58333333,5383138.58333333,0,0,191858.083333333,5795067.83333333,210310,158397.5,283052,4125472.75,1402593.72777778,19970.4849707325,13234.652131976,227363.566666667,3237.26008542952,2145.36658244304,18870.1333333333,268.677740863787,178.05558759082,210310,7983769.16666667,6699503.33333333,6145323.41666667,15246936.9166667,5791969,2.63242723099289,0.00999624223964022,0.292093298054936,0.37947644227745,0.318434017427974
106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E. WASHINGTON BLVD,WHITTIER,90602,Los Angeles County,INTERHEALTH CORP.,10/1/13,9/30/14,14,8468,0,4375,4093,9721,925487,0,578818,346669,304322932,3285370536,44443478,468851777,12675701,27924366,54564090,103673113,6615359,3986981,0,0,17738100,107270203,163828,10311258,12,705.666666666667,0,364.583333333333,341.083333333333,810.083333333333,77123.9166666667,0,48234.8333333333,28889.0833333333,25360244.3333333,273780878,3703623.16666667,39070981.4166667,4547007.5,8639426.08333333,551279.916666667,332248.416666667,0,0,1478175,8939183.58333333,13652.3333333333,859271.5,1056308.41666667,2327030.5,1811446.02380952,35937.9938592348,19729.4785556145,264544.511904762,5248.40316485593,2881.30322738191,75450.6011904762,1496.894307983,821.774979011051,13652.3333333333,883528.333333333,13186433.5833333,11276630.0833333,17910858.0833333,7449386.25,2.40434010027784,0.000538336033118924,0.444657785434323,0.0348391096599976,0.519964768872561
106190636,CITRUS VALLEY MEDICAL CENTER,1115 SO. SUNSET AVE,WEST COVINA,91790,Los Angeles County,CITRUS VALLEY HEALTH PARTNERS,1/1/14,12/31/14,7,8802,164,4226,4576,4576,1480700,58825,804895,675805,96051890,1192057240,31530309,388754687,7171964,31404156,17876229,18175443,7163619,19980484,0,24054,3105015,28384877,257058,1085111,12,733.5,13.6666666666667,352.166666666667,381.333333333333,381.333333333333,123391.666666667,4902.08333333333,67074.5833333333,56317.0833333333,8004324.16666667,99338103.3333333,2627525.75,32396223.9166667,1489685.75,1514620.25,596968.25,1665040.33333333,0,2004.5,258751.25,2365406.41666667,21421.5,90425.9166666667,597663.666666667,2617013,1143474.88095238,10912.5073846853,3892.15465658135,375360.821428571,3582.17552828903,1277.65147565341,85380.5238095238,814.810724835265,290.617842912136,23426,2262008.58333333,3004306,2714583.58333333,5547071.5,2457252.66666667,2.2574282145453,0.00292666807493325,0.339139635878065,0.282598322635817,0.375335373411184
106190661,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,90026,Los Angeles County,SUCCESS HEALTHCARE LLC,1/1/14,12/31/14,7,1102,0,537,565,565,49326,0,25312,24014,14767170,217550746,5972248,87874118,1583409,4814705,3626189,432682,524044,656838,0,0,8229277,580430,136288,581422,12,91.8333333333333,0,44.75,47.0833333333333,47.0833333333333,4110.5,0,2109.33333333333,2001.16666666667,1230597.5,18129228.8333333,497687.333333333,7322843.16666667,302182.416666667,36056.8333333333,43670.3333333333,54736.5,0,0,685773.083333333,48369.1666666667,11357.3333333333,48451.8333333333,131950.75,401225.416666667,175799.642857143,13400.335753176,17962.7417589101,71098.1904761905,5419.46279491833,7264.62474151563,18850.1071428571,1436.85027223231,1926.05400802822,11357.3333333333,98406.8333333333,338239.25,782594.083333333,139162.5,1091435,0.127504157370801,0.0092291210841346,0.635946427108241,0.0799667099383294,0.274857741869295
106190673,SAN DIMAS COMMUNITY HOSPITAL,1350 WEST COVINA BLVD,SAN DIMAS,91773,Los Angeles County,PRIME HEALTHCARE SERVICES,1/1/14,12/31/14,5,1949,0,1011,938,938,223840,0,128888,94952,42616454,288217420,8809237,60467106,3831279,3273039,6749435,7137586,1296215,940652,0,0,4088217,21155386,0,1248963,12,162.416666666667,0,84.25,78.1666666666667,78.1666666666667,18653.3333333333,0,10740.6666666667,7912.66666666667,3551371.16666667,24018118.3333333,734103.083333334,5038925.5,562452.916666667,594798.833333333,108017.916666667,78387.6666666667,0,0,340684.75,1762948.83333333,0,104080.25,319273.25,272753.25,710274.233333333,21865.8050282196,11423.2810936383,146820.616666667,4519.87532067727,2361.30369907077,63854.65,1965.76654694715,1026.96899571122,0,186405.583333333,1157251.75,2207713.83333333,2436135.33333333,1115235.83333333,2.18441271390281,0,0.621651111563623,0.0524883417095191,0.325860546726858
106190680,PROVIDENCE LITTLE CO. OF MARY MED CTR-SAN PEDRO,1300 WEST SEVENTH STREET,SAN PEDRO,90732,Los Angeles County,PROVIDENCE HEALTH & SERVICES,1/1/14,12/31/14,6,4143,0,800,3343,3343,435030,0,179265,255765,37135268,767356800,7478530,149943692,-2867505,-8274806,12175317,8050955,2116918,1736137,0,0,3149119,9668659,184899,53264,12,345.25,0,66.6666666666667,278.583333333333,278.583333333333,36252.5,0,14938.75,21313.75,3094605.66666667,63946400,623210.833333333,12495307.6666667,1014609.75,670912.916666667,176409.833333333,144678.083333333,0,0,262426.583333333,805721.583333333,15408.25,4438.66666666667,-238958.75,-689567.166666667,515767.611111111,8963.37629736906,5121.75270670988,103868.472222222,1805.10016895969,1031.4502448107,-39826.4583333333,-692.132512671977,-395.49065581684,15408.25,321087.916666667,1685522.66666667,1072586.83333333,1621312.58333333,1473293.08333333,1.10046846868045,0.00497906733835878,0.346598871994138,0.103757296163852,0.544664764503652
106190687,SANTA MONICA-UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,90404,Los Angeles County,REGENTS OF THE UNIVERSITY OF CALIFORNIA,7/1/13,6/30/14,16,5393,0,4140,1253,10223,895728,0,740682,155046,72800692,1124220182,27001171,415387695,2262463,33096851,21328702,5107051,4781054,3015499,0,0,626156,36018574,296028,1627628,12,449.416666666667,0,345,104.416666666667,851.916666666667,74644,0,61723.5,12920.5,6066724.33333333,93685015.1666667,2250097.58333333,34615641.25,1777391.83333333,425587.583333333,398421.166666667,251291.583333333,0,0,52179.6666666667,3001547.83333333,24669,135635.666666667,188538.583333333,2758070.91666667,379170.270833333,13499.1084739477,4876.52671346659,140631.098958333,5006.70702762841,1808.66318793205,11783.6614583333,419.518449842388,151.550225068324,24669,649712.75,2202979.41666667,3189363.16666667,3678427,2388297.33333333,1.54018804470465,0.00406628002931621,0.525714206123206,0.10709449025567,0.363125023591809
106190708,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD.,SHERMAN OAKS,91403,Los Angeles County,"PRIME HEALTHCARE SEREVICES FOUNDATION, INC.",1/1/14,12/31/14,9,1165,0,830,335,335,193265,0,150749,42516,30421579,381839156,7411506,94668725,1810175,14095651,16086677,990804,1271406,3330874,0,0,8324812,0,138299,278707,12,97.0833333333333,0,69.1666666666667,27.9166666666667,27.9166666666667,16105.4166666667,0,12562.4166666667,3543,2535131.58333333,31819929.6666667,617625.5,7889060.41666667,1340556.41666667,82567,105950.5,277572.833333333,0,0,693734.333333334,0,11524.9166666667,23225.5833333333,150847.916666667,1174637.58333333,281681.287037037,26112.9433476395,9444.51783820143,68625.0555555556,6361.80772532189,2300.9358135203,16760.8796296296,1553.7982832618,561.977078105192,11524.9166666667,383523.333333333,1423123.41666667,716959.916666667,360139.833333333,2174991.75,0.165582160637314,0.00454608223984692,0.282809745016851,0.151283403139594,0.561360769603708
106190754,ST. FRANCIS MEDICAL CENTER,3630 E. IMPERIAL HIGHWAY,LYNWOOD,90262,Los Angeles County,DAUGHTERS OF CHARITY,7/1/13,6/30/14,9,5363,41,3081,2282,2282,557840,15847,397240,160600,96142614,1452923496,22425573,352716409,5000576,-15595928,15834605,11942430,10985897,38442308,1799522,2616415,754520,10964277,1317692,1484948,12,446.916666666667,3.41666666666667,256.75,190.166666666667,190.166666666667,46486.6666666667,1320.58333333333,33103.3333333333,13383.3333333333,8011884.5,121076958,1868797.75,29393034.0833333,1319550.41666667,995202.5,915491.416666667,3203525.66666667,149960.166666667,218034.583333333,62876.6666666667,913689.75,109807.666666667,123745.666666667,416714.666666667,-1299660.66666667,890209.388888889,17927.0210702965,10340.8806109279,207644.194444444,4181.53514823793,2412.04356087767,46301.6296296296,932.421405929517,537.850566470673,477802.416666667,4119017.08333333,2314752.91666667,1100312.08333333,5330452.5,2681432,1.98791261534881,0.0596367080262661,0.137334990704538,0.514113387846933,0.288914913422263
106190756,ST. JOHN'S HOSPITAL & HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,90404,Los Angeles County,PROVIDENCE HEALTH & SERVICES,3/1/14,12/31/14,16,6391,68,3694,2697,2697,909453,12240,694459,214994,206944952,859675505,61372481,435988331,23240091,174763913,85863106,5411906,837253,157642,0,0,27093473,83540855,655514,3385203,10,639.1,6.8,369.4,269.7,269.7,90945.3,1224,69445.9,21499.4,20694495.2,85967550.5,6137248.1,43598833.1,8586310.6,541190.6,83725.3,15764.2,0,0,2709347.3,8354085.5,65551.4,338520.3,2324009.1,17476391.3,1293405.95,32380.6840869973,13652.9288704309,383578.00625,9602.95431074949,4048.97104083444,145250.56875,3636.37787513691,1533.23531837269,65551.4,99489.5,9127501.2,11401953.1,8911040.3,11783454.9,0.756233241916172,0.00316757666067641,0.55096550990043,0.00480753451768178,0.441059378921212
106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,501 SOUTH BUENA VISTA STREET,BURBANK,91505,Los Angeles County,PROVIDENCE HEALTH & SERVICES,1/1/14,12/31/14,15,7963,0,2480,5483,5483,1050900,0,637425,413475,259433290,2215227198,44671161,387127526,18273307,-47350262,87788166,25779207,8106285,9226455,0,0,6092853,118617884,3046226,776214,12,663.583333333333,0,206.666666666667,456.916666666667,456.916666666667,87575,0,53118.75,34456.25,21619440.8333333,184602266.5,3722596.75,32260627.1666667,7315680.5,2148267.25,675523.75,768871.25,0,0,507737.75,9884823.66666667,253852.166666667,64684.5,1522775.58333333,-3945855.16666667,1441296.05555556,32579.8430239859,14812.0633742506,248173.116666667,5609.84063795052,2550.45166999715,101518.372222222,2294.77671731759,1043.29471881245,253852.166666667,1444395,9463947.75,10457245.9166667,12801962.1666667,8817478.66666667,1.45188467708607,0.0117418470081461,0.483696409971134,0.066810007304768,0.437751735715952
106190762,ST. VINCENT MEDICAL CENTER,2131 WEST THIRD STREET,LOS ANGELES,90057,Los Angeles County,DAUGHTERS OF CHARITY HEALTH SYSTEM,7/1/13,6/30/14,18,9566,98,2107,7459,7459,795922,22344,503785,292137,208703880,1040562526,35100030,195458810,12428098,-31334268,86601840,19542054,15101643,11951707,0,0,2665405,72339108,0,502123,12,797.166666666667,8.16666666666667,175.583333333333,621.583333333333,621.583333333333,66326.8333333333,1862,41982.0833333333,24344.75,17391990,86713543.8333333,2925002.5,16288234.1666667,7216820,1628504.5,1258470.25,995975.583333333,0,0,222117.083333333,6028259,0,41843.5833333333,1035674.83333333,-2611189,966221.666666667,21817.256951704,15732.9899160973,162500.138888889,3669.24837967803,2645.99018496787,57537.4907407408,1299.19485678445,936.883111661696,0,2254445.83333333,8845324.5,6292219.66666667,8652739.08333333,8739250.91666667,0.990100772462277,0,0.361788367326951,0.129625524930346,0.508586107742702
106190784,TEMPLE COMMUNITY HSOPITAL,235 N. HOOVER STREET,LOS ANGELES,90004,Los Angeles County,TEMPLE HOSPITAL INC.,1/1/14,9/9/14,7,1228,0,296,932,932,94554,0,45918,48636,30596897,73524988,8350476,20066370,3529435,-4525300,7961110,0,963577,2289423,0,0,1744517,16742359,0,895911,8,153.5,0,37,116.5,116.5,11819.25,0,5739.75,6079.5,3824612.125,9190623.5,1043809.5,2508296.25,995138.75,0,120447.125,286177.875,0,0,218064.625,2092794.875,0,111988.875,441179.375,-565662.5,546373.160714286,24916.0399022801,19415.5066945872,149115.642857143,6800.06188925082,5298.86160289359,63025.625,2874.13273615635,2239.63132178438,0,406625,995138.75,2422848.375,2378972.75,1445639.375,1.64561977982925,0,0.633488650826259,0.106317970740628,0.260193378433114
106190796,RONALD REAGAN UCLA MEDICAL CENTER,10833 LE CONTE AVE.,LOS ANGELES,90095,Los Angeles County,REGENTS OF THE UNIVERSITY OF CALIFORNIA,7/1/13,6/30/14,38,18439,0,9934,8505,16637,3110157,0,2466784,643373,280666089,3531910931,110290775,1398625737,31191970,71070049,82767132,14184492,24475907,6685526,0,302686,2686173,141730392,1510789,6322992,12,1536.58333333333,0,827.833333333333,708.75,1386.41666666667,259179.75,0,205565.333333333,53614.4166666667,23388840.75,294325910.916667,9190897.91666667,116552144.75,6897261,1182041,2039658.91666667,557127.166666667,0,25223.8333333333,223847.75,11810866,125899.083333333,526916,2599330.83333333,5922504.08333333,615495.809210526,15221.3291935571,5414.50651526595,241865.734649123,5981.3859211454,2127.68889158972,68403.4429824561,1691.63024025164,601.743963407635,151122.916666667,2596786.08333333,8079302,12561629.75,13575258,9813582.75,1.3833131432045,0.00646132565021063,0.537077911824253,0.11102671188752,0.345434050638016
