facility.oshpd.id,facility.hospital.name,facility.street.address,facility.city.name,facility.zip.code,facility.county.name,facility.owner,facility.begin.date,facility.end.date,operating.rooms.surgery.recovery.services,operating.rooms.ambulatory.surgery.services,operating.rooms.satellite.ambulatory.surgery.center,surgeries.surgery.recovery.services,surgeries.ambulatory.surgery.services,surgeries.satellite.ambulatory.surgery.center,open.heart.surgeries.surgery.recovery.services,inpatient.surgeries.surgery.recovery.services,inpatient.surgeries.ambulatory.surgery.services,inpatient.surgeries.satellite.ambulatory.surgery.center,outpatient.surgeries.surgery.recovery.services,outpatient.surgeries.ambulatory.surgery.services,outpatient.surgeries.satellite.ambulatory.surgery.center,outpatient.surgeries,surgery.mins.surgery.recovery.services,surgery.mins.ambulatory.surgery.services,surgery.mins.satellite.ambulatory.surgery.center,open.heart.surgery.mins.surgery.recovery.services,inpatient.surgery.mins.surgery.recovery.services,inpatient.surgery.mins.ambulatory.surgery.services,inpatient.surgery.mins.satellite.ambulatory.surgery.center,outpatient.surgery.mins.surgery.recovery.services,outpatient.surgery.mins.ambulatory.surgery.services,outpatient.surgery.mins.satellite.ambulatory.surgery.center,gross.revenue.satellite.ambulatory.surgery.center,gross.revenue.surgery.recovery.services,gross.revenue.ambulatory.surgery.services,gross.revenue.total,net.revenue.satellite.ambulatory.surgery.center,net.revenue.surgery.recovery.services,net.revenue.ambulatory.surgery.services,net.revenue.total,inpatient.gross.revenue.satellite.ambulatory.surgery.center.medicare.traditional,inpatient.gross.revenue.surgery.recovery.services.medicare.traditional,inpatient.gross.revenue.ambulatory.surgery.services.medicare.traditional,outpatient.gross.revenue.satellite.ambulatory.surgery.center.medicare.traditional,outpatient.gross.revenue.surgery.recovery.services.medicare.traditional,outpatient.gross.revenue.ambulatory.surgery.services.medicare.traditional,inpatient.gross.revenue.surgery.recovery.services.medicare.managed,inpatient.gross.revenue.ambulatory.surgery.services.medicare.managed,outpatient.gross.revenue.satellite.ambulatory.surgery.center.medicare.managed,outpatient.gross.revenue.surgery.recovery.services.medicare.managed,outpatient.gross.revenue.ambulatory.surgery.services.medicare.managed,inpatient.gross.revenue.surgery.recovery.services.medical.traditional,inpatient.gross.revenue.ambulatory.surgery.services.medical.traditional,outpatient.gross.revenue.satellite.ambulatory.surgery.center.medical.traditional,outpatient.gross.revenue.surgery.recovery.services.medical.traditional,outpatient.gross.revenue.ambulatory.surgery.services.medical.traditional,inpatient.gross.revenue.surgery.recovery.services.medical.managed,inpatient.gross.revenue.ambulatory.surgery.services.medical.managed,outpatient.gross.revenue.satellite.ambulatory.surgery.center.medical.managed,outpatient.gross.revenue.surgery.recovery.services.medical.managed,outpatient.gross.revenue.ambulatory.surgery.services.medical.managed,inpatient.gross.revenue.surgery.recovery.services.county.indigent.traditional,inpatient.gross.revenue.ambulatory.surgery.services.county.indigent.traditional,outpatient.gross.revenue.satellite.ambulatory.surgery.center.county.indigent.traditional,outpatient.gross.revenue.surgery.recovery.services.county.indigent.traditional,outpatient.gross.revenue.ambulatory.surgery.services.county.indigent.traditional,inpatient.gross.revenue.surgery.recovery.services.county.indigent.managed,inpatient.gross.revenue.ambulatory.surgery.services.county.indigent.managed,outpatient.gross.revenue.surgery.recovery.services.county.indigent.managed,outpatient.gross.revenue.ambulatory.surgery.services.county.indigent.managed,inpatient.gross.revenue.surgery.recovery.services.other.third.parties.traditional,inpatient.gross.revenue.ambulatory.surgery.services.other.third.parties.traditional,outpatient.gross.revenue.satellite.ambulatory.surgery.center.other.third.parties.traditional,outpatient.gross.revenue.surgery.recovery.services.other.third.parties.traditional,outpatient.gross.revenue.ambulatory.surgery.services.other.third.parties.traditional,inpatient.gross.revenue.satellite.ambulatory.surgery.center.other.third.parties.managed,inpatient.gross.revenue.surgery.recovery.services.other.third.parties.managed,inpatient.gross.revenue.ambulatory.surgery.services.other.third.parties.managed,outpatient.gross.revenue.satellite.ambulatory.surgery.center.other.third.parties.managed,outpatient.gross.revenue.surgery.recovery.services.other.third.parties.managed,outpatient.gross.revenue.ambulatory.surgery.services.other.third.parties.managed,inpatient.gross.revenue.surgery.recovery.services.other.indigent,inpatient.gross.revenue.ambulatory.surgery.services.other.indigent,outpatient.gross.revenue.satellite.ambulatory.surgery.center.other.indigent,outpatient.gross.revenue.surgery.recovery.services.other.indigent,outpatient.gross.revenue.ambulatory.surgery.services.other.indigent,inpatient.gross.revenue.surgery.recovery.services.other.payors,inpatient.gross.revenue.ambulatory.surgery.services.other.payors,outpatient.gross.revenue.satellite.ambulatory.surgery.center.other.payors,outpatient.gross.revenue.surgery.recovery.services.other.payors,outpatient.gross.revenue.ambulatory.surgery.services.other.payors,inpatient.gross.revenue.satellite.ambulatory.surgery.center,inpatient.gross.revenue.surgery.recovery.services,inpatient.gross.revenue.ambulatory.surgery.services,inpatient.gross.revenue.total,outpatient.gross.revenue.satellite.ambulatory.surgery.center,outpatient.gross.revenue.surgery.recovery.services,outpatient.gross.revenue.ambulatory.surgery.services,outpatient.gross.revenue.total,net.profit.surgery.recovery.services,net.profit.ambulatory.surgery.services,net.profit.satellite.ambulatory.surgery.center,net.profit.total
106190232,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,90505,Los Angeles County,"UNIVERSAL HEALTH SERVICES, INC",1/1/14,12/31/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74408635,0,0,0,35938433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67994595,0,0,0,6414040,0,0,0,10969800
106190240,LAKEWOOD REGIONAL MEDICAL CENTER,3700 EAST SOUTH STREET,LAKEWOOD,90712,Los Angeles County,TENET HEALTHCARE CORPORATION,1/1/14,12/31/14,7,0,0,3986,0,0,0,1901,0,0,2085,0,0,2085,473040,0,0,0,240120,0,0,232920,0,0,0,82413369,0,1136724396,0,13567155,0,187151877,0,9409717,0,0,5489531,0,19534669,0,0,6893697,0,2728009,0,0,328811,0,4375739,0,0,2107618,0,0,0,0,0,0,0,0,0,0,841458,0,0,1025702,0,0,12686601,0,0,16315731,0,406568,0,0,61189,0,53139,0,0,155190,0,0,50035900,0,755736371,0,32377469,0,380988025,4480092,0,0,22696158
106190243,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVE,DOWNEY,90241,Los Angeles County,PIH HEALTH HOSPITAL,10/1/13,9/30/14,9,3,0,4603,861,0,65,1476,0,0,3127,861,0,3988,256566,44142,0,24928,112163,0,0,144403,44142,0,0,40375986,11667886,1008399550,0,5232448,1512077,129510384,0,6771671,0,0,3515414,2969668,3383866,0,0,8547365,3326978,2417116,0,0,2157849,101770,207622,0,0,3057749,669628,143420,0,0,12788,2838,0,0,0,0,422992,0,0,2273157,2049366,0,2282155,0,0,4795895,2358839,14105,0,0,0,67710,25442,0,0,347380,121089,0,15668389,0,618068288,0,24707597,11667886,390331262,-3330102,-2159300,0,-55370503
106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,Los Angeles County,AVANTI HOSPITALS,1/1/14,12/31/14,3,0,0,1203,0,0,0,807,0,0,396,0,0,396,193165,0,0,0,128297,0,0,64868,0,0,0,13413414,0,263881249,0,3316054,0,70608244,0,745771,0,0,1202291,0,339506,0,0,457931,0,3181711,0,0,439426,0,2816863,0,0,2155377,0,0,0,0,0,0,0,0,0,0,355508,0,0,203648,0,0,211747,0,0,166487,0,442514,0,0,3823,0,482894,0,0,207917,0,0,8576514,0,206564622,0,4836900,0,57316627,232770,0,0,8227540
106190280,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD.,ENCINO,91436,Los Angeles County,PRIME HEALTHCARE SERVICES FOUNDATION,1/1/14,12/31/14,7,0,0,617,0,0,0,313,0,0,304,0,0,304,36375,0,0,0,18612,0,0,17763,0,0,0,2658265,0,194634093,0,612371,0,48886368,0,1081480,0,0,368996,0,90884,0,0,90096,0,53984,0,0,0,0,123869,0,0,8215,0,0,0,0,0,0,0,0,0,0,326247,0,0,459106,0,0,0,0,0,0,0,0,0,0,0,0,55388,0,0,0,0,0,1731852,0,158072877,0,926413,0,36561216,-3354785,0,0,-3974152
106190298,FOOTHILL PRESBYTERIAN HOSPITAL,250 SO. GRAND AVE,GLENDORA,91741,Los Angeles County,CITRUS VALLEY HEALTH PARTNERS,1/1/14,12/31/14,4,0,0,3234,0,0,0,1466,0,0,1768,0,0,1768,254157,0,0,0,145730,0,0,108427,0,0,0,32388045,0,285928997,0,9196124,0,81529919,0,2593783,0,0,4818583,0,3212221,0,0,3703895,0,1171287,0,0,251323,0,1522413,0,0,2855232,0,0,0,0,0,0,0,0,0,0,134816,0,0,106618,0,0,4986399,0,0,6673516,0,118696,0,0,14904,0,119827,0,0,104532,0,0,13859442,0,165169688,0,18528603,0,120759309,2641102,0,0,5176759
106190305,KINDRED HOSPITAL LOS ANGELES,5525 W. SLAUSON AVE.,LOS ANGELES,90056,Los Angeles County,"KINDRED HEALTHCARE, INC",1/1/14,12/31/14,2,0,0,113,0,0,0,113,0,0,0,0,0,0,13250,0,0,0,13250,0,0,0,0,0,0,1577341,0,223854184,0,410783,0,58297766,0,1321237,0,0,0,0,38362,0,0,0,0,36150,0,0,0,0,3310,0,0,0,0,0,0,0,0,0,0,0,0,0,178282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577341,0,223854184,0,0,0,0,-338918,0,0,13590670
106190307,PACIFIC ALLIANCE MEDICAL CENTER,531 WEST COLLEGE,LOS ANGELES,90012,Los Angeles County,"PAMC, LTD",1/1/14,12/31/14,6,0,0,3301,0,0,0,1122,0,0,2179,0,0,2179,214840,0,0,0,124280,0,0,90560,0,0,0,33238403,0,275724787,0,22706392,0,239185160,0,1885432,0,0,2112387,0,1613753,0,0,1017813,0,1104666,0,0,1142476,0,11504537,0,0,8028904,0,0,0,0,0,0,0,0,0,0,407542,0,0,470021,0,0,2107627,0,0,1540307,0,0,0,0,0,0,37230,0,0,265708,0,0,18660787,0,193826851,0,14577616,0,81897936,14839779,0,0,40800425
106190315,GARFIELD MEDICAL CENTER,525 N. GARFIELD AVE,MONTEREY PARK,91754,Los Angeles County,GARFIELD MEDICAL CENTER,7/1/13,6/30/14,7,0,0,3951,0,0,188,1918,0,0,2033,0,0,2033,396708,0,0,45120,209493,0,0,187215,0,0,0,100291429,0,1579510322,0,14716328,0,234862230,0,17700117,0,0,11040700,0,11793989,0,0,7025893,0,6973919,0,0,5365468,0,13748824,0,0,14311810,0,0,0,0,0,0,164314,0,159459,0,108344,0,0,361347,0,0,4573748,0,0,4314043,0,49117,0,0,25506,0,2085120,0,0,489711,0,0,57197492,0,1245004488,0,43093937,0,334505834,-176344,0,0,17231321
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,18914 EFFIE STREET,LOS ANGELES,90026,Los Angeles County,GATEWAYS HOSPITAL,7/1/13,6/30/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34251494,0,0,0,27287492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16391983,0,0,0,17859511,0,0,0,682017
106190323,GLENDALE ADVENTIST MEDICAL CENTER,1509 WILSON TERRACE,GLENDALE,91206,Los Angeles County,ADVENTIST HEALTH,1/1/14,12/31/14,8,0,0,7285,0,0,127,3289,0,0,3996,0,0,3996,676680,0,0,43267,450840,0,0,225840,0,0,0,180361528,0,2053246213,0,32682946,0,387507048,0,43244746,0,0,18350282,0,11644550,0,0,4558214,0,6748884,0,0,2070847,0,16471287,0,0,7634212,0,0,0,0,0,0,0,0,0,0,2129361,0,0,3855715,0,0,27584141,0,0,34313941,0,106714,0,0,30045,0,1162443,0,0,456146,0,0,109092126,0,1489643718,0,71269402,0,563602495,-1847997,0,0,-425812
106190328,GLENDORA COMMUNITY  HOSPITAL,150 WEST ROUTE 66,GLENDORA,91740,Los Angeles County,"PRIME HEALTHCARE SERVICES FOUNDATION, INC.",1/1/14,12/31/14,5,0,0,294,0,0,0,265,0,0,29,0,0,29,19609,0,0,0,16987,0,0,2622,0,0,0,2699637,0,65021338,0,466244,0,20694621,0,683665,0,0,57965,0,107095,0,0,0,0,607249,0,0,69573,0,224365,0,0,16110,0,0,0,0,0,0,0,0,0,0,49246,0,0,122201,0,0,34881,0,0,0,0,0,0,0,0,0,684537,0,0,42750,0,0,2391038,0,57930134,0,308599,0,7091204,-839808,0,0,-5494265
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,Los Angeles County,GREATER EL MONTE COMMUNITY HOSPITAL,7/1/13,6/30/14,2,0,0,959,0,0,0,424,0,0,535,0,0,535,44910,0,0,0,27093,0,0,17817,0,0,0,11594722,0,297512500,0,2287639,0,58833207,0,289515,0,0,849208,0,142943,0,0,556255,0,1543478,0,0,1566480,0,1829783,0,0,1983507,0,0,0,0,0,0,430288,0,22077,0,42082,0,0,26351,0,0,372487,0,0,675526,0,136210,0,0,7584,0,997026,0,0,123922,0,0,5783812,0,189883328,0,5810910,0,107629172,62549,0,0,4085471
106190380,"SO CA HOSP AT HOLLYWOOD, CULVER CITY, VAN NUYS",6245 DE LONGPRE,HOLLYWOOD,90028,Los Angeles County,"ALTA HOSPITALS SYSTEM, LLC",10/1/13,9/30/14,3,0,0,3530,0,0,0,1576,0,0,1954,0,0,1954,303895,0,0,0,165374,0,0,138521,0,0,0,50487010,0,925274873,0,10952863,0,198996895,0,11631648,0,0,3891703,0,3262068,0,0,2363259,0,3263873,0,0,305558,0,6580483,0,0,3830863,0,0,0,0,0,0,0,0,0,0,5007088,0,0,1950604,0,0,2790174,0,0,5154135,0,14548,0,0,0,0,350982,0,0,90024,0,0,32900864,0,801677390,0,17586146,0,123597483,1537740,0,0,17257313
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,Los Angeles County,"CHA HOLLYWOOD PRESBYTERIAN MEDICAL CENTER, LP",1/1/14,12/31/14,9,9,0,2333,1424,0,0,1208,706,0,1125,718,0,1843,286334,173712,0,0,166504,97204,0,119830,76508,0,0,63089112,38210118,970317734,0,16182435,9826380,249031496,0,12862353,8763374,0,7674862,4632049,3171978,2075419,0,1793543,1097865,6963599,3327144,0,2664564,1670038,9903134,5171902,0,9834617,6720131,0,0,0,0,0,101704,22685,0,0,297416,136635,0,2807073,1796835,0,3514539,1948590,0,598928,308673,138813,30963,0,0,0,247591,185217,0,514398,322598,0,37201127,21661929,751624434,0,25887985,16548189,218693300,6004911,6836745,0,20979948
106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI STREET,MISSION HILLS,91345,Los Angeles County,PROVIDENCE HEALTH AND SERVICES,1/1/14,12/31/14,10,0,0,6294,0,0,86,4051,0,0,2243,0,0,2243,1391460,0,0,15480,964845,0,0,426615,0,0,0,273336725,0,2250006735,0,44257346,0,364866619,0,43416340,0,0,10220558,0,51276835,0,0,11434118,0,17570190,0,0,992686,0,23311843,0,0,10637872,0,1373496,0,0,85690,0,0,0,0,0,7522780,0,0,1401589,0,0,55373506,0,0,33079657,0,4237566,0,0,434415,0,722453,0,0,245131,0,0,204805009,0,1677681973,0,68531716,0,572324762,17126832,0,0,-20267135
106190392,GOOD SAMARITAN HOSPITAL - LA,1225 WILSHIRE BL,LOS ANGELES,90017,Los Angeles County,GOOD SAMARITAN HOSPITAL,9/1/13,8/31/14,17,3,0,5144,1895,0,146,2618,0,0,2526,1895,0,4421,642105,67925,0,39493,456234,0,0,185871,67925,0,0,157567738,19520982,1314552751,0,29094440,3604494,274766690,0,44987768,0,0,15486025,7742574,20137486,0,0,5667108,2960181,4499789,0,0,2578903,1590413,2965166,0,0,1438153,102466,0,0,0,0,0,0,0,0,0,4191660,0,0,1647145,435115,0,32114628,0,0,18871923,5055565,1585273,0,0,1320778,1634668,75933,0,0,0,0,0,110557703,0,950685793,0,47010035,19520982,363866958,10383588,448189,0,-986862
106190400,HUNTINGTON MEMORIAL HOSPITAL,100 W. CALIFORNIA BLVD,PASADENA,91102,Los Angeles County,"PASADENA HOSPITAL ASSOCIATION, LTD",1/1/14,12/31/14,16,0,0,11595,0,0,145,7264,0,0,4331,0,0,4331,1395391,0,0,42048,1158643,0,0,236748,0,0,0,280385161,0,2223039612,0,63003636,0,521282832,0,64296501,0,0,14138488,0,33731708,0,0,6142647,0,10261808,0,0,1004105,0,7300285,0,0,609000,0,118818,0,0,0,0,0,0,0,0,6784272,0,0,1838905,0,0,97775701,0,0,33970600,0,1025718,0,0,167466,0,1052288,0,0,166851,0,0,222347099,0,1751717835,0,58038062,0,471321777,14628610,0,0,1846832
106190422,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BOULEVARD,TORRANCE,90505,Los Angeles County,TORRANCE HOSPITAL ASSOCIATION,1/1/14,12/31/14,24,0,0,17196,0,0,0,6409,0,0,10787,0,0,10787,1721328,0,0,0,927443,0,0,793885,0,0,0,400190908,0,2800862992,0,70723469,0,508746077,0,56830746,0,0,27813086,0,52116426,0,0,34915194,0,3763115,0,0,574398,0,2733484,0,0,183370,0,0,0,0,0,0,0,0,0,0,3628672,0,0,1805817,0,0,113371148,0,0,100929534,0,0,0,0,0,0,833423,0,0,692495,0,0,233277014,0,1663377255,0,166913894,0,1137485737,24262609,0,0,26590148
106190429,KAISER FOUNDATION HOSPITALS - SUNSET,4867 SUNSET BOULEVARD,LOS ANGELES,90027,Los Angeles County,KAISER FOUNDATION HOSPITALS,1/1/14,12/31/14,26,0,0,22014,0,0,0,9204,0,0,12810,0,0,12810,3105279,0,0,0,1893424,0,0,1211855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190431,KAISER FOUNDATION HOSPITALS - SOUTH BAY,1100 WEST PACIFIC COAST HWY,HARBOR,90710,Los Angeles County,KAISER FOUNDATION HOSPITALS,1/1/14,12/31/14,13,0,0,14557,0,0,0,4010,0,0,10547,0,0,10547,1254960,0,0,0,424299,0,0,830661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190432,KAISER FOUNDATION HOSPITALS - PANORAMA,13652 CANTARA STREET,PANORAMA CITY,91402,Los Angeles County,KAISER FOUNDATION HOSPITALS,1/1/14,12/31/14,10,0,0,12168,0,0,0,2862,0,0,9306,0,0,9306,1000794,0,0,0,296244,0,0,704550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190434,KAISER PERMANENTE HOSPITALS - WEST LA,6041 CADILLAC AVENUE,WEST LOS ANGELES,90034,Los Angeles County,KAISER PERMANENTE HOSPITALS,1/1/14,12/31/14,13,0,0,11747,0,0,0,3765,0,0,7982,0,0,7982,1170231,0,0,0,465152,0,0,705079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190449,KINDRED HOSPITAL - LA MIRADA,14900 EAST IMPERIAL HIGHWAY,LA MIRADA,90638,Los Angeles County,KINDRED HEALTHCARE INC.,1/1/14,12/31/14,1,0,0,144,0,0,0,144,0,0,0,0,0,0,13609,0,0,0,13609,0,0,0,0,0,0,3103057,0,376593899,0,891147,0,108152375,0,2620154,0,0,0,0,65131,0,0,0,0,144087,0,0,0,0,82213,0,0,0,0,0,0,0,0,0,0,0,0,0,191472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103057,0,376593899,0,0,0,0,-978653,0,0,21799814
106190462,AURORA LAS ENCINAS HOSPITAL,2900 E DEL MAR BLVD,PASADENA,91107,Los Angeles County,SIGNATURE HEALTHCARE SERVICES,1/1/14,12/31/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47711625,0,0,0,26489601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42609225,0,0,0,5102400,0,0,0,2786743
106190468,"PROMISE HOSPITAL ELA - ELA CAMPUS, SUBURBAN CAMPUS",443 S SOTO STREET,LOS ANGELES,90033,Los Angeles County,PROMISE HOSPITAL OF EAST LOS ANGELES LP,7/1/13,6/30/14,2,0,0,682,0,0,0,679,0,0,3,0,0,3,35346,0,0,0,35193,0,0,153,0,0,0,5788478,0,357121791,0,1472404,0,90840389,0,4876406,0,0,0,0,83687,0,0,0,0,274570,0,0,0,0,180974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366214,0,0,0,0,0,0,0,0,0,0,0,0,6627,0,0,5781851,0,356940365,0,6627,0,181426,-148145,0,0,8447823
106190470,PROVIDENCE LITTLE CO. OF MARY MEDICAL CENTER TORRANCE,4101 TORRANCE BLVD,TORRANCE,90503,Los Angeles County,PROVIDENCE HEALTH & SERVICES,1/1/14,12/31/14,11,0,0,9188,0,0,0,3484,0,0,5704,0,0,5704,1559955,0,0,0,883965,0,0,675990,0,0,0,220994907,0,1829925524,0,42654437,0,354319464,0,45950679,0,0,14313002,0,23085392,0,0,7404629,0,7286523,0,0,421420,0,5684600,0,0,522518,0,0,0,0,0,0,0,0,0,0,7465573,0,0,2716768,0,0,62140584,0,0,41643240,0,1416106,0,0,457705,0,248979,0,0,237189,0,0,153278436,0,1253624788,0,67716471,0,576300736,10944261,0,0,-52858954
106190475,COMMUNITY HOSPITAL LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,90804,Los Angeles County,MEMORIAL HEALTH SERVICES,7/1/13,6/30/14,5,0,0,763,0,0,0,344,0,0,419,0,0,419,86988,0,0,0,43181,0,0,43807,0,0,0,11886183,0,262987349,0,2125417,0,47981956,0,2951159,0,0,3166844,0,274688,0,0,234270,0,59927,0,0,1910,0,311316,0,0,23363,0,0,0,0,0,0,0,0,0,0,151920,0,0,131501,0,0,663435,0,0,840227,0,339261,0,0,447795,0,874795,0,0,1413772,0,0,5626501,0,178068447,0,6259682,0,84918902,-1527603,0,0,-11775848
106190500,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,90291,Los Angeles County,"CFHS HOLDINGS, INC., A DELAWARE CORPORATION",1/1/14,12/31/14,6,0,0,3858,0,0,0,1780,0,0,2078,0,0,2078,507034,0,0,0,330389,0,0,176645,0,0,0,67791769,0,412379762,0,15264419,0,96618075,0,13825355,0,0,6570551,0,2524029,0,0,1526288,0,217773,0,0,37697,0,183972,0,0,52150,0,0,0,0,0,0,0,0,0,0,2605873,0,0,1070480,0,0,25174375,0,0,12824096,0,0,0,0,0,0,780187,0,0,398943,0,0,45311564,0,283004662,0,22480205,0,129375100,4165384,0,0,4483704
106190517,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,91356,Los Angeles County,PROVIDENCE HEALTH AND SERVICES,1/1/14,12/31/14,13,0,0,9962,0,0,52,4762,0,0,5200,0,0,5200,1480455,0,0,9360,757680,0,0,722775,0,0,0,194360346,0,1364094863,0,32701308,0,227834985,0,50288930,0,0,21181093,0,10007650,0,0,2932514,0,3586459,0,0,409758,0,12130122,0,0,5558970,0,0,0,0,0,0,0,0,0,0,1659227,0,0,2022253,0,0,44754019,0,0,38671764,0,471371,0,0,296117,0,201561,0,0,188538,0,0,123099339,0,1017447906,0,71261007,0,346646957,6752644,0,0,-52569348
106190521,MEMORIAL HOSPITAL OF GARDENA,1145 WEST REDONDO BEACH BLVD,GARDENA,90247,Los Angeles County,AVANTI HEALTHCARE SYSTEM,1/1/14,12/31/14,4,0,0,2324,0,0,0,1204,0,0,1120,0,0,1120,365552,0,0,0,204417,0,0,161135,0,0,0,26374415,0,592572402,0,5530084,0,124050180,0,1411427,0,0,1517897,0,789397,0,0,896344,0,5146592,0,0,1186608,0,5804826,0,0,5406821,0,70116,0,0,189149,0,0,0,0,0,762207,0,0,714300,0,0,410728,0,0,832066,0,198228,0,0,9093,0,731473,0,0,297143,0,0,15324994,0,444496122,0,11049421,0,148076280,-363283,0,0,18189625
106190522,GLENDALE MEMORIAL HOSPITAL & HEALTH CENTER,1429 SOUTH CENTRAL AVENUE,GLENDALE,91204,Los Angeles County,DIGNITY HEALTH,7/1/13,6/30/14,10,0,0,4996,0,0,173,2046,0,0,2950,0,0,2950,429944,0,0,51363,271256,0,0,158688,0,0,0,100369997,0,975477892,0,17840092,0,174361115,0,24292138,0,0,12493579,0,7861724,0,0,3057930,0,7040217,0,0,2510857,0,9914714,0,0,7036888,0,0,0,0,0,0,0,0,0,0,743018,0,0,1355050,0,0,10698010,0,0,12578763,0,190126,0,0,189194,0,103200,0,0,304589,0,0,60843147,0,707021403,0,39526850,0,268456489,2536189,0,0,-34835848
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,Los Angeles County,"DEANCO HEALTHCARE, LLC",1/1/14,12/31/14,4,0,0,2891,0,0,0,1990,0,0,901,0,0,901,530118,0,0,0,364860,0,0,165258,0,0,0,72737500,0,322584018,0,22442380,0,108168277,0,19721706,0,0,4828912,0,2575230,0,0,919330,0,1157116,0,0,139960,0,2022564,0,0,441905,0,0,0,0,0,0,0,0,0,0,13586366,0,0,7211180,0,0,10469699,0,0,6967824,0,282597,0,0,0,0,247123,0,0,2165988,0,0,50062401,0,244878433,0,22675099,0,77705585,8696698,0,0,-4204347
106190525,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,Los Angeles County,MEMORIAL HEALTH SERVICES,7/1/13,6/30/14,22,0,0,10761,0,0,355,5723,0,0,5038,0,0,5038,1950409,0,0,116885,1241021,0,0,709388,0,0,0,244970121,0,2020945053,0,63316088,0,582276256,0,44594687,0,0,15262866,0,25463425,0,0,6571623,0,8095781,0,0,1742899,0,14599359,0,0,7982164,0,652156,0,0,0,0,0,0,0,0,3159384,0,0,974101,0,0,63041990,0,0,44451502,0,2471221,0,0,177351,0,3790665,0,0,1938947,0,0,165868668,0,1347965213,0,79101453,0,672979840,16661603,0,0,63837359
